movieId,title,genres,imdbId,tmdbId,avg_rating,rating_count,year,clean_title,genres_list,budget,tagline,adult,overview,revenue,runtime,tmdb_rating,tmdb_votes,popularity,release_date,original_language,original_title,poster_path,backdrop_path,countries,languages,production_companies,certification_us,cinematographer,composer,editor,keywords,plot,awards,rated,rating,imdb_rating,imdb_votes,metascore,genre_Action,genre_Adventure,genre_Animation,genre_Children,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Film-Noir,genre_Horror,genre_IMAX,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,genre_Western,lead_actor_1,lead_actor_2,lead_actor_3,lead_character_1,lead_character_2,lead_character_3,supporting_actor_1,supporting_actor_2,supporting_actor_3,supporting_actor_4,supporting_actor_5,supporting_character_1,supporting_character_2,supporting_character_3,supporting_character_4,supporting_character_5,main_director,main_producer,main_writer,main_genre,tone,theme,plot_structure,historical_period,movie_type,inference_confidence
111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103,4.105769230769231,104,1976,Taxi Driver,"['Crime', 'Drama', 'Thriller']",1900000,Es un hombre solitario olvidado desesperado por demostrar que está vivo.,False,"Para sobrellevar el insomnio crónico que sufre después de su regreso de Vietnam, Travis decide trabajar como taxista nocturno. Como individuo tiene poco contacto con la gente, pero observa la violencia y desolación en la que se hunde la ciudad de Nueva York. Travis anota en su diario todas sus impresiones, hasta que un día decide pasar a la acción.",28579636,113,8.13,13095,12.2968,1976-02-09,en,Taxi Driver,/mZMl0YVHJOrkCUSH9oDOEgDwbHT.jpg,/fhejfyX20tyF0s65CIf27wOuH9G.jpg,United States of America,English|Español,Italo/Judeo Productions|Bill/Phillips|Columbia Pictures,R,Michael Chapman,Bernard Herrmann,Melvin Shapiro,"drug dealer|vietnam veteran|new york city|taxi|pornography|obsession|taxi driver|1970s|pimp|observer|firearm|politician|alienation|junk food|misanthrophy|vigilante|political campaign|cynical|illegal prostitution|urban decay|character study|loner|manhattan, new york city|meditative|neo-noir|child prostitution|complex|new hollywood|dreary|cautionary|drives|provocative|antagonistic|audacious|callous","Travis Bickle is an ex-Marine and Vietnam War veteran living in New York City. As he suffers from insomnia, he spends his time working as a taxi driver at night, watching porn movies at seedy cinemas during the day, or thinking about how the world, New York in particular, has deteriorated into a cesspool. He's a loner who has strong opinions about what is right and wrong with mankind. For him, the one bright spot in New York humanity is Betsy, a worker on the presidential nomination campaign of Senator Charles Palantine. He becomes obsessed with her. After an incident with her, he believes he has to do whatever he needs to make the world a better place in his opinion. One of his priorities is to be the savior for Iris, a twelve-year-old runaway and prostitute who he believes wants out of the profession and under the thumb of her pimp and lover Matthew.",Nominated for 4 Oscars. 22 wins & 21 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",8.2,"1,008,829",94.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Robert De Niro,Jodie Foster,Cybill Shepherd,Travis Bickle,Iris,Betsy,Harvey Keitel,Peter Boyle,Leonard Harris,Albert Brooks,Diahnne Abbott,Sport,Wizard,Charles Palantine,Tom,Concession Girl,Martin Scorsese,Julia Phillips,Paul Schrader,Crime,DarkTone,,LinearNarrative,Historical,FeatureFilm,0.5666666666666667
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326,33542,3.5434782608695654,46,1995,Rumble in the Bronx (Hont faan kui),"['Action', 'Adventure', 'Comedy', 'Crime']",7500000,No tiene dobles. No hace trampas. Es Jackie Chan.,False,"Keong, un policía de Hong Kong, viaja a Nueva York para asistir a la boda de su tío Bill. Bill tiene un supermercado en el Bronx y Keong se ofrece a ayudarle durante su luna de miel, pero de pronto se verá envuelto en una lucha de bandas callejeras cuando una organización criminal hará todo cuanto sea posible por recuperar unos diamantes de gran valor.",76028558,105,6.8,1114,5.2038,1995-01-21,cn,紅番區,/zWHpCti0TWpU9g3HkmIShIjnYhW.jpg,/5ftRls3IbR1kXnasqJEJL63LVsc.jpg,Hong Kong,广州话 / 廣州話|English,Orange Sky Golden Harvest,R,Jingle Ma Choh-Sing,Nathan Wang,Peter Cheung Yiu-Chung,"new york city|martial arts|supermarket|diamond|gang war|disabled child|revenge|vigilante|organized crime|gang|fish out of water|wedding|urban setting|street life|bronx, new york city|duringcreditsstinger|frantic|action hero","Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. Meanwhile, one of those petty thugs in the local gang stumbles into a criminal situation way over his head. Blinded by greed, his involvement draws his gang, the kid, Keong, and the whole neighborhood into a deadly crossfire. When the lazy cops fail to successfully resolve matters, Keong takes things into his own hands. Needless to say, much spectacular kung-fu and outrageous action sequences follow....",2 wins & 11 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",6.8,"48,969",61.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jackie Chan,Anita Mui,Françoise Yip,Keung,Elaine,Nancy,Bill Tung Biu,Marc Akerstream,Garvin Cross,Morgan Lam,Ailen Sit Chun-Wai,Uncle Bill,Tony,Angelo,Danny,Tony's Gang Member,Stanley Tong Gwai-Lai,Barbie Tung Wan-Si,,Action,RomanticTone,Revenge,LinearNarrative,Historical,FeatureFilm,0.7000000000000001
141,"Birdcage, The (1996)",Comedy,115685,11000,3.494186046511628,86,1996,"Birdcage, The",['Comedy'],31000000,Ven tal como eres,False,"La apacible vida de Albert y Armand, una pareja homosexual, se ve totalmente alterada ante la inminente boda de Val, el hijo de Armand, con la hija de un senador ultraconservador. El político, que desea promocionar los valores tradicionales de la vida familiar, decide visitar a la familia del novio, sin saber con lo que se va a encontrar.",185300000,118,7.042,1287,2.9435,1996-03-08,en,The Birdcage,/8uxgjDwbMjO8cDHsJ4TvmWaFRVh.jpg,/40UqrWf4ncxWN71r2otCq9RxvSZ.jpg,United States of America,English,United Artists,R,Emmanuel Lubezki,Jonathan Tunick,Arthur Schmidt,coming out|florida|homophobia|drag queen|nightclub|senator|politician|based on play or musical|remake|conservative|cross dressing|gay parent|lgbt|political conflict|south beach|playing straight|drag club,"Armand Goldman owns a popular drag nightclub in South Miami Beach. His long-time lover, Albert, stars there as Starina. ""Their"" son Val (actually Armand's by his one heterosexual fling, twenty years before) comes home to announce his engagement to Barbara Keeley, daughter of Kevin Keeley, US Senator, and co-founder of the Committee for Moral Order. The Senator and family descend upon South Beach to meet Val, his father and ""mother."" What ensues is comic chaos.",Nominated for 1 Oscar. 7 wins & 25 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",7.2,"110,097",71.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robin Williams,Gene Hackman,Nathan Lane,Armand Goldman,Senator Kevin Keeley,Albert,Dianne Wiest,Dan Futterman,Calista Flockhart,Hank Azaria,Christine Baranski,Louise Keeley,Val Goldman,Barbara Keeley,Agador,Katharine Archer,Mike Nichols,Mike Nichols,Elaine May,Comedy,DramaticTone,,EpisodicNarrative,Historical,FeatureFilm,0.5666666666666667
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,9737,3.2450980392156863,51,1995,Bad Boys,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",19000000,Era el crimen perfecto....hasta que aparecieron policías perfectos,False,"Un alijo de heroína valorada en unos 100 millones de dólares es robado del mismísimo depósito de la policía. El caso le será asignado a los agentes Burnett y Lowery, una pareja muy peculiar por los métodos que utilizan. La única pista que tienen para comenzar es la de un testigo que les ayudará a identificar a los atracadores y a la que tendrán que proteger.",141407024,118,6.826,6756,6.8927,1995-04-07,en,Bad Boys,/ZYpSdXaTMFYCGbmVmXOFbdJmSv.jpg,/wOLTJxfv98miIQcn0oNXq9fIgXM.jpg,United States of America,English,Columbia Pictures|Don Simpson/Jerry Bruckheimer Films,R,Howard Atherton,Mark Mancina,Christian Wagner,"miami, florida|mexican standoff|male friendship|witness protection|stripper|car crash|strip club|internal affairs|police corruption|gunfight|foot chase|drug lord|murder investigation|nostalgic|hangar|loose cannon|buddy cop|male camaraderie|narcotics detective|action hero|buddy movie|murder witness|stolen drugs|awestruck","Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",1 win & 3 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",6.8,"310,558",41.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Will Smith,Martin Lawrence,Téa Leoni,Mike Lowrey,Marcus Burnett,Julie Mott,Tchéky Karyo,Joe Pantoliano,Theresa Randle,Marg Helgenberger,Nestor Serrano,Fouchet,Captain Howard,Theresa Burnett,Alison Sinclair,Detective Sanchez,Michael Bay,Jerry Bruckheimer,Michael Barrie,Action,SuspensefulTone,Power,LinearNarrative,Historical,FeatureFilm,0.7000000000000001
150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568,3.845771144278607,201,1995,Apollo 13,"['Adventure', 'Drama', 'IMAX']",52000000,"Houston, tenemos un problema.",False,"El Apolo 13 inicia su viaje a la luna en abril de 1970. Cuando la tripulación está a punto de llegar a su destino, una explosión en el espacio les hace perder oxígeno, energía y el curso de la nave... Todo se convierte en una situación desesperada para los tres hombres tripulantes, especialmente cuando el oxígeno amenaza con agotarse. Mientras, el mundo entero, que apenas un año antes conoció la gloria de la aventura espacial cuando el hombre pisó la luna, contiene la respiración a la espera de ver cómo acaba tan angustiosa espera.",355237933,140,7.451,5723,4.7275,1995-06-30,en,Apollo 13,/dmAFHZ56Dswb9M1bR7qJdH6RJmi.jpg,/n0FDJI9c0uWiZwm8wgXVjaMBn96.jpg,United States of America,English,Imagine Entertainment|Universal Pictures,PG,Dean Cundey,James Horner,Mike Hill,"rescue|florida|race against time|moon|nasa|spaceman|based on true story|houston, texas|survival|space|disaster|explosion|astronaut|hypothermia|apollo program|lunar mission|spacecraft accident","Based on the true story of the ill-fated 13th Apollo mission bound for the moon. Astronauts Lovell, Haise and Swigert were scheduled to fly Apollo 14, but are moved up to 13. It's 1970, and The US has already achieved their lunar landing goal, so there's little interest in this ""routine"" flight.. until that is, things go very wrong, and prospects of a safe return fade.",Won 2 Oscars. 31 wins & 59 nominations total,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",7.7,"332,646",78.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Tom Hanks,Bill Paxton,Kevin Bacon,Jim Lovell,Fred Haise,Jack Swigert,Gary Sinise,Ed Harris,Kathleen Quinlan,David Andrews,Xander Berkeley,Ken Mattingly,Gene Kranz,Marilyn Lovell,Pete Conrad,Henry Hurt,Ron Howard,Brian Grazer,Al Reinert,Adventure,DramaticTone,Survival,LinearNarrative,Historical,FeatureFilm,0.7000000000000001
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,414,2.916058394160584,137,1995,Batman Forever,"['Action', 'Adventure', 'Comedy', 'Crime']",100000000,,False,"La ciudad de Gotham está amenazada de nuevo. Esta vez, se trata de una maligna pareja compuesta por Dos Caras y Enigma, que procurarán alterar la paz de sus conciudadanos y del mundo entero para siempre. Por este motivo, Bruce Wayne deberá enfundarse otra vez el traje de Batman y luchar contra ellos; pero esta vez no estará solo, ya que será acompañado por el joven Robin.",336529144,121,5.452,5454,4.287,1995-06-16,en,Batman Forever,/wg6BN76E9iIEtiawMJnCecY0zgY.jpg,/snlu32RmjldF9b068UURJg8sQtn.jpg,United States of America|United Kingdom,English,Warner Bros. Pictures|Tim Burton Productions|Polygram Pictures,PG-13,Stephen Goldblatt,Elliot Goldenthal,Mark Stevens,riddle|superhero|villain|rose|based on comic|partner|robin|broken neck|psychologist|criminal|district attorney|millionaire|super power|falling down stairs|tied up|beretta|knocked out|disfigurement|father figure|good versus evil,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face incorrectly believes Batman caused the courtroom accident which left him disfigured on one side; he has unleashed a reign of terror on the good people of Gotham. Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler he perfects a device for draining information from all the brains in Gotham, including Bruce Wayne's knowledge of his other identity. Batman/Wayne is/are the love focus of Dr. Chase Meridan. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin the Boy Wonder.",Nominated for 3 Oscars. 10 wins & 26 nominations total,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",5.5,"279,237",54.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Val Kilmer,Tommy Lee Jones,Jim Carrey,Bruce Wayne / Batman,Harvey Dent / Two-Face,Edward Nygma / The Riddler,Nicole Kidman,Chris O'Donnell,Michael Gough,Pat Hingle,Drew Barrymore,Dr. Chase Meridian,Dick Grayson / Robin,Alfred Pennyworth,Commissioner James Gordon,Sugar,Joel Schumacher,Tim Burton,Akiva Goldsman,Action,DarkTone,Family|Power,LinearNarrative,Historical,FeatureFilm,0.7333333333333334
158,Casper (1995),Adventure|Children,112642,8839,2.806451612903226,62,1995,Casper,"['Adventure', 'Children']",50000000,Obtener una vida después de la muerte,False,"La señora Crittenden contrata al doctor Harvey, para que libere la mansión de Whipstaff de los cuatro fantasmas que la habitan. Látigo, Tufo y Gordy no toleran a los mortales dentro de la casa y tienen un sentido del humor tan negro que ahuyenta a los más atrevidos. Su sobrino Casper, en cambio, es un joven amistoso que está harto de sus tíos. Harvey se presenta en la mansión con su hija Kat, una soñadora adolescente. Ella y Casper simpatizan inmediatamente, a pesar de que ambos tienen problemas para relacionarse. De Casper huye todo el mundo porque es un fantasma, y de Kat, en cuanto se enteran de la profesión de su padre. El fantasma y la joven son dos almas gemelas que entran en continuo conflicto con sus respectivos parientes por cualquier cosa.",287928194,101,6.333,4822,5.9305,1995-05-26,en,Casper,/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg,/sQPckU0TfSeYIlUneHfIXwzQC2f.jpg,United States of America,English,The Harvey Entertainment Company|Universal Pictures|Amblin Entertainment,PG,Dean Cundey,James Horner,Michael Kahn,friendship|afterlife|supernatural|halloween|bullying|treasure hunt|based on comic|friends|teenage girl|ghost hunting|super power|psychiatry|ghost|disorder|young heroes|imaginary|mischievous children|ghost child|mischief|unfinished business|hilarious,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden (Cathy Moriarty) is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey (Bill Pullman) to exorcise the ghosts from the mansion. Harvey and his daughter Kat (Christina Ricci) move in, and soon Kat meets Casper (Malachi Pearson), the ghost of a young boy who's ""the friendliest ghost you know"". But not so friendly are Casper's uncles,- Stretch (Joe Nipote), Fatso (Brad Garrett), and Stinkie (Joe Alaskey) - who are determined to drive all ""fleshies"" away. Ultimately, it is up to James and Kat to help the ghosts cross over to the other side.",5 wins & 5 nominations total,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",6.2,"158,144",49.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christina Ricci,Bill Pullman,Cathy Moriarty,Kat,Dr. James Harvey,Carrigan,Eric Idle,Malachi Pearson,Joe Alaskey,Joe Nipote,Brad Garrett,Dibs,Casper (voice),Stinkie (voice),Stretch (voice),Fatso (voice),Brad Silberling,Colin Wilson,,Adventure,ComedyTone,Justice|Family|Power,LinearNarrative,Historical,FeatureFilm,0.7666666666666666
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,10329,2.8771929824561404,57,1995,Congo,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",50000000,Donde tú eres la especie en peligro de extinción,False,"Una expedición al Congo africano termina siendo un desastre. Un grupo de expertos busca un tipo de diamantes que, por su tamaño y pureza, pueden ser utilizados para poner en funcionamiento un transmisor de comunicaciones por láser, que también puede ser utilizado como arma. Cuando el equipo pierde contacto, la novia de uno de ellos, una antigua agente de la CIA, se dispone a buscar a su prometido por la selva.",152022101,115,5.585,946,2.396,1995-06-09,en,Congo,/hgHB2Hzy0ykHzrEDQsdpHUx83Iz.jpg,/dT8Fhrh3eVazbuSSIarFPXniQh4.jpg,United States of America,English,Paramount Pictures|The Kennedy/Marshall Company,PG-13,Allen Daviau,Jerry Goldsmith,Anne V. Coates,based on novel or book|diamond|gorilla|congo|diamond mine|tribe|survival|ancient civilization|zoologist,"A megalomaniacal C.E.O. sends his son into the dangerous African Congo on a quest for a source of diamonds large enough and pure enough to function as powerful laser communications transmitters (or is it laser weapons?). When contact is lost with his son and the team, his sometime daughter-in-law is sent after them. She is a former C.I.A. operative and, accompanied by gee-whiz gadgetry and a few eccentric characters (including a mercenary, a researcher with a talking gorilla, and a nutty Indiana-Jones-type looking for King Solomon's Mines), sets out to rescue her former fiancé. What they all discover is that often what we most want turns out to be the source of our downfall.",2 wins & 11 nominations total,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",5.3,"51,470",24.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Laura Linney,Dylan Walsh,Ernie Hudson,Dr. Karen Ross,Dr. Peter Elliot,Captain Monroe Kelly,Tim Curry,Grant Heslov,Joe Don Baker,Misty Rosas,Mary Ellen Trainor,Herkermer Homolka,Richard,R.B. Travis,Amy,Moira,Frank Marshall,Kathleen Kennedy,John Patrick Shanley,Action,SuspensefulTone,Survival,LinearNarrative,Historical,FeatureFilm,0.7000000000000001
161,Crimson Tide (1995),Drama|Thriller|War,112740,8963,3.6359223300970873,103,1995,Crimson Tide,"['Drama', 'Thriller', 'War']",53000000,El peligro acecha en la profundidades.,False,"Un grupo de nacionalistas rusos se ha apoderado de una base estratégica de misiles nucleares, y amenaza al mundo. ""El Crimson Tide"", el submarino nuclear más poderoso de los Estados Unidos, recibe entonces la orden de acercarse a las costas de Rusia. El Estado Mayor del submarino recibe la orden de bombardear a Rusia, justo cuando llega un segundo mensaje indescifrable... El Capitán Frank Ramsey y el segundo Comandante, Teniente Coronel Ron Hunter, se enfrentan entre sí al dudar de la legalidad de las órdenes y luchan por el control de la nave.",157387195,115,7.179,1921,3.1063,1995-05-12,en,Crimson Tide,/9biXf0EATwtMLOKsG6SoYM2eegU.jpg,/qKWQ9IEDkMawD7sgKnIGCdFAhct.jpg,United States of America,English,Hollywood Pictures|Don Simpson/Jerry Bruckheimer Films,R,Dariusz Wolski,Hans Zimmer,Chris Lebenzon,mutiny|submarine|missile|embassy|nuclear missile|battle for power|u.s. navy|terrorism|military|moral dilemma|post cold war|aircraft carrier|chain of command|launch code|sonar|nuclear submarine|direct|suspenseful|commanding,"When some Russian rebels take control of some ICBM's, the Americans mobilize. Among the vessels sent is the nuclear sub, USS Alabama. But before they leave they need a new X.O. and among the choices is Commander Hunter, who hasn't seen much action. But the ship's Captain, Ramsey, OK's him. While on the way, there was an incident and Hunter disagreed with how Ramsey handled it. It's evident that Ramsey doesn't think much of Hunter because Hunter was college educated while Ramsey worked his way up. They're given orders to attack but when they were in the process of receiving another order, the ship's communications were damaged, so the entire message was not received. Ramsey decides to continue with their previous order while Hunter wants to reestablish contact first. That's when the two men butt heads that ends with Hunter relieving Ramsey. Later when some men die, some of the officers feel that Hunter is not up to the task so they team up to retake control. But Hunter has taken precautions.",Nominated for 3 Oscars. 5 wins & 9 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",7.4,"133,778",66.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Denzel Washington,Gene Hackman,Matt Craven,"Lt. Commander Ronald ""Ron"" Hunter","Captain Franklin ""Frank"" Ramsey",Lt. Roy Zimmer,George Dzundza,Viggo Mortensen,James Gandolfini,Rocky Carroll,Jaime Gomez,Chief of the Boat Cob,Lt. Peter 'Weps' Ince,Lt. Robert 'Bobby' Dougherty,Lt. Darik Westergard,Officer of the Deck Mahoney,Tony Scott,Don Simpson,Michael Schiffer,Drama,SuspensefulTone,Power|Family,LinearNarrative,Historical,FeatureFilm,0.7333333333333334
163,Desperado (1995),Action|Romance|Western,112851,8068,3.560606060606061,66,1995,Desperado,"['Action', 'Romance', 'Western']",7000000,Regresó para ajustar las cuentas a alguien. A más de uno. A TODOS.,False,"Un joven mariachi marcado por la fatalidad y el destino se sumerge en el oscuro mundo del hampa cargado con un viejo estuche de guitarra que esconde todo tipo de armas. Su objetivo es seguir la sangrienta pista que le lleva hasta el infame narcotraficante Bucho. Con la ayuda de la dueña de un café de un pequeño pueblo tomado por un traficante de drogas, se enfrentará al bandido en un duelo marcado por la pólvora, la sangre y la acción.",25405445,104,6.924,3046,4.9456,1995-08-25,en,Desperado,/oEQfoCLT3OTvWJQHmQUQ4yjBGK8.jpg,/rWFLgIRGXzECIbczgo7dmnwq55q.jpg,United States of America,English,Columbia Pictures|Los Hooligans Productions,R,Guillermo Navarro,Conrad Lozano,Robert Rodriguez,gunslinger|showdown|mexico|ambush|hitman|guitar|anti terror|bartender|revenge|tragic hero|shootout|mariachi|explosion|brutality|drug lord|leg brace|concealed weapon|book store,"Director Robert Rodriguez picks up where his successful independent debut El Mariachi left off with this slam-bang South of the Border action saga. Bucho (Joaquim DeAlmeida) is a wealthy but casually bloodthirsty drug kingpin who rules a seedy Mexican border town. Bucho and his men make the mistake of angering El Mariachi (Antonio Banderas), a former musician who now carries an arsenal in his guitar case. Bucho was responsible for the death of El Mariachi's girlfriend and put a bullet through his fretting hand, making him unable to play the guitar. Bent on revenge, the musician-turned-killing machine arrives in town to put Bucho out of business, though he finds few allies except for Carolina (Salma Hayek), who runs a bookstore that doesn't seem to attract many readers. Desperado features supporting performances from Cheech Marin as a cynical bartender, Steve Buscemi as the cantina patron who sets up the story, and Quentin Tarantino as a man with a really terrible joke to tell.",1 win & 5 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",7.1,"205,163",55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Antonio Banderas,Salma Hayek Pinault,Joaquim de Almeida,El Mariachi,Carolina,Bucho,Steve Buscemi,Cheech Marin,Carlos Gómez,Quentin Tarantino,Tito Larriva,Buscemi,Short Bartender,Right Hand,Pick-Up Guy,Tavo,Robert Rodriguez,Robert Rodriguez,,Action,DarkTone|DramaticTone,Revenge,LinearNarrative,Historical,FeatureFilm,0.6666666666666666
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,112864,1572,3.555555555555556,144,1995,Die Hard: With a Vengeance,"['Action', 'Crime', 'Thriller']",90000000,Piensa rápido. Mira vivo. Muere duro.,False,"Un hombre que se llama a sí mismo 'Simon' inicia una oleada de terror por las calles de Nueva York. Hará detonar una serie de bombas por la ciudad a menos que el agente John McClane acceda a jugar a un juego llamado 'Simón dice'. Con la ayuda de Zeus, un electricista del Harlem, comienza una trepidante carrera para averiguar las adivinanzas y las intenciones del terrorista.",366101666,130,7.276,6481,6.6346,1995-05-19,en,Die Hard: With a Vengeance,/uLVcPispwVVa5LMpAWwQngFcm8.jpg,/fBvSfLetWlAMevQVHa0nBDV1Fon.jpg,United States of America,English|Deutsch|Română,20th Century Fox|Cinergi Pictures|Andrew G. Vajna Productions,R,Peter Menzies Jr.,Michael Kamen,John Wright,"new york city|taxi|gold|helicopter|robbery|police|bomb|riddle|detective|fbi|sequel|flashback|revenge|shootout|explosion|nypd|cargo ship|wild goose chase|simon says|dump truck|harlem, new york city|aqueduct|bomb threat|action hero|deadly game|federal reserve bank|nyc subway","John McClane is now almost a full-blown alcoholic and is suspended from the NYPD. But when a bomb goes off in the Bonwit Teller Department Store the police go insane trying to figure out what's going on. Soon, a man named Simon calls and asks for McClane. Simon tells Inspector Walter Cobb that McClane is going to play a game called ""Simon Says"". He says that McClane is going to do the tasks he assigns him. If not, he'll set off another bomb. With the help of a Harlem electrician, John McClane must race all over New York trying to figure out the frustrating puzzles that the crafty terrorist gives him. But when a bomb goes off in a subway station right by the Federal Reserve (the biggest gold storage in the world) things start to get heated.",2 wins & 3 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",7.6,"427,453",58.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Bruce Willis,Samuel L. Jackson,Jeremy Irons,John McClane,Zeus Carver,Simon,Larry Bryggman,Graham Greene,Anthony Peck,Nicholas Wyman,Kevin Chamberlin,Chief Walter Cobb,Joe Lambert,Ricky Walsh,Mathias Targo,Charles Weiss,John McTiernan,John McTiernan,,Action,SuspensefulTone,Revenge,NonLinearNarrative,Historical,FeatureFilm,0.7000000000000001
