movieId,title,genres,imdbId,tmdbId,avg_rating,rating_count,year,clean_title,genres_list,budget,tagline,adult,overview,revenue,runtime,tmdb_rating,tmdb_votes,popularity,release_date,original_language,original_title,poster_path,backdrop_path,countries,languages,production_companies,certification_us,cinematographer,composer,editor,keywords,plot,awards,rated,rating,imdb_rating,imdb_votes,metascore,genre_Action,genre_Adventure,genre_Animation,genre_Children,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Film-Noir,genre_Horror,genre_IMAX,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,genre_Western,lead_actor_1,lead_actor_2,lead_actor_3,lead_character_1,lead_character_2,lead_character_3,supporting_actor_1,supporting_actor_2,supporting_actor_3,supporting_actor_4,supporting_actor_5,supporting_character_1,supporting_character_2,supporting_character_3,supporting_character_4,supporting_character_5,main_director,main_producer,main_writer,main_genre,tone,theme,plot_structure,historical_period,movie_type,inference_confidence
413,Airheads (1994),Comedy,109068,13595,2.7884615384615383,26,1994,Airheads,['Comedy'],15000000.0,"Estamos en el aire, pero nadie está escuchando.",False,"Los Lone Rangers son una banda de Rock de Los Ángeles que lucha por abrirse camino y que lo tiene todo: el sonido, el look y la actitud. Seguros de su talento, lo único que necesitan es alguien que les escuche y por eso secuestran una emisora de radio.",5751882.0,92.0,6.162,791.0,2.4557,1994-08-05,en,Airheads,/5dVEAdmP58GwkctUyLCMqwP4YcP.jpg,/tkMVZc8JbOtRhzOsxph9jDVquq9.jpg,United States of America,English,Robert Simonds Productions|Island World|20th Century Fox,PG-13,John Schwartzman,Carter Burwell,Stephen Semel,radio station|heavy metal|rock band,"Three would be rockers Chazz, Rex and Pip, known as The Lone Rangers plan to play their demo on a recording company, but then they're turned down rudely. Then they decide to try the famous rock n' roll radio station, but are not accepted either. Then they decide arm themselves with squirt guns and take the station hostage for not playing their demo. But the three get more than what they have bargained for.",,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",6.2,"58,916",46.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brendan Fraser,Steve Buscemi,Adam Sandler,Chester 'Chazz' Darvey,Rex,Pip,Joe Mantegna,Chris Farley,Judd Nelson,Amy Locane,Michael McKean,Ian,Officer Wilson,Jimmie Wing,Kayla,Milo Jackson,Michael Lehmann,Mark Burg,,Comedy,ComedyTone,Family,EpisodicNarrative,Historical,FeatureFilm,0.7000000000000001
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,109254,306,2.7203389830508478,59,1994,Beverly Hills Cop III,"['Action', 'Comedy', 'Crime', 'Thriller']",50000000.0,Nada le había hecho dar tantas vueltas.,False,"El detective de Detroit Axel Foley emplea todo su coraje para perseguir a unos despiadados asesinos con la ayuda de sus viejos compañeros Serge y Billy Rosewood. Las investigaciones lo conducen al popular parque temático de Los Ángeles WonderWorld. Allí, repentinamente, Axel se convierte en la nueva atracción del lugar, bien sea quedándose colgado de una araña gigante para rescatar a un niño o disfrazándose de Okey Dokey, un enorme elefante azul.",119208989.0,105.0,5.874,2050.0,3.6773,1994-05-24,en,Beverly Hills Cop III,/szhFPC5FXN6YHGMqWuqaGR7EKk8.jpg,/yrzJZwLW41fEnEgav4vyhUpGb4k.jpg,United States of America,English,Eddie Murphy Productions|Mace Neufeld Productions|Robert Rehme Productions|Paramount Pictures,R,Mac Ahlberg,Nile Rodgers,Dale Beldin,"rescue|undercover|detective|investigation|carousel |shootout|dirty cop|gunfight|los angeles, california|foot chase|framed|detroit, michigan|secret service|amusement park|roller coaster / rollercoaster|theme park|beverly hills|buddy cop|chop shop|counterfeit money","After a botched attempt to make a bust in a Detroit chop shop, the effectively unorthodox police officer, Axel Foley, once more, finds himself in sunny Beverly Hills, hot on the trail of an elusive gang of cold-blooded killers. There--with the aid of old friends, Serge; the recently promoted, Billy Rosewood, and his partner, Jon Flint--Axel sniffs out the criminals' hideout which is nestled right under everyone's nose: in Southern California's bustling theme park, WonderWorld. Now, all that's left to do is to convince the people and the police that the park's impeccable chief of security, Ellis DeWald, is a ruthless villain; and that the immaculate amusement park is, in reality, a graceful and impenetrable facade for a sinister operation. How hard can it be?",3 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",5.5,"97,794",16.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Eddie Murphy,Judge Reinhold,Héctor Elizondo,Axel Foley,Billy Rosewood,Jon Flint,Timothy Carhart,John Saxon,Jon Tenney,Joey Travolta,Eugene Collier,Ellis DeWald,Orrin Sanderson,Levine,Giolito,Leppert,John Landis,Robert Rehme,,Action,SuspensefulTone,,LinearNarrative,Historical,FeatureFilm,0.5666666666666667
431,Carlito's Way (1993),Crime|Drama,106519,6075,3.738095238095238,42,1993,Carlito's Way,"['Crime', 'Drama']",30000000.0,"Él tendrá un buen futuro, si puede vivir hasta la semana que viene.",False,"Carlitos Brigante, un antiguo traficante de heroína de origen portorriqueño, sale de la cárcel después de cinco años de reclusión, dispuesto a dejar el tráfico de drogas. Con la ayuda de un abogado cocainómano consigue hacerse socio de un club nocturno e intenta reanudar la relación con su ex-novia, pero no es fácil seguir el buen camino dentro del mundo del crimen.",63848322.0,144.0,7.826,3366.0,5.5417,1993-11-10,en,Carlito's Way,/yX9vWug1cGtJ6hKhLZDz4fR71Zy.jpg,/tqlCsB6AFjQ9dpAOHkd3sEdFS13.jpg,United States of America,English|Español,Universal Pictures|Epic Productions|Bregman/Baer Productions,R,Stephen H. Burum,Patrick Doyle,Kristina Boden,new york city|based on novel or book|gangster|go-go dancer|release from prison|1970s|puerto rico|cocaine|nightclub|criminal past|love|lawyer|drugs|disco|neo-noir,"A Puerto Rican ex-con pledges to stay away from his former drug dealing ways but finds himself being dragged back by his past connections and the naive machinations of his lawyer and best friend. Hoping to raise enough money to get away from New York, Carlito Brigante takes on the job of running a nightclub, renews an affair with a dancer but old associates and old instincts suck him back into a world of violence and mistrust.",2 wins & 9 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",7.9,"244,420",66.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Al Pacino,Sean Penn,Penelope Ann Miller,Carlito Brigante,David Kleinfeld,Gail,John Leguizamo,Ingrid Rogers,Luis Guzmán,James Rebhorn,Joseph Siravo,Benny Blanco,Steffie,Pachanga,Norwalk,Vincent Taglialucci,Brian De Palma,Martin Bregman,David Koepp,Crime,DarkTone|RomanticTone,Justice|Identity|Family,NonLinearNarrative,Historical,FeatureFilm,0.7333333333333334
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,109439,11310,2.645454545454545,55,1994,City Slickers II: The Legend of Curly's Gold,"['Adventure', 'Comedy', 'Western']",40000000.0,,False,"Mitch vive tranquilamente en Manhattan con su esposa y sus dos hijos, después de haber llevado una existencia aventurera en el Oeste; pero su vida da un vuelco cuando encuentra un mapa que señala el lugar donde se encuentra enterrada una gran cantidad de oro. Movido por su irrefrenable espíritu aventurero, decide regresar al salvaje Oeste, para localizar el tesoro. Lo acompañan su inseparable amigo Phil y su hermano Glen. (FILMAFFINITY)",72000000.0,116.0,5.292,332.0,1.3806,1994-06-10,en,City Slickers II: The Legend of Curly's Gold,/pxt62yMqircNavkWTP4vpB0hnI.jpg,/kuq99XpsY2wyI0yMMNjK5pTLafY.jpg,United States of America,English,Castle Rock Entertainment,PG-13,Adrian Biddle,Marc Shaiman,Armen Minasian,gold|birthday|nevada|treasure hunt|friendship bracelet|cowboy|male bonding|lighthearted,"City Slickers II begins after the death of Curly. It is Mitch Robbins' 40th birthday and the day is going quite well, until he returns home (after a working at the radio station) and finds his brother Glen, the black sheep of the family, on his sofa. Mitch is about to have a nice birthday-night with his wife when he discovers a treasure map of Curly's by chance. Together with Phil (from the first film) and unfortunately also having to put up with Glen, he tries to find the hidden gold of Curly's father in the desert of Arizona instead of attending a meeting in Las Vegas. The adventurous journey reveals many surprises until everything seems to be over when the map gets lost.",2 nominations total,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",5.6,"21,122",43.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Billy Crystal,Daniel Stern,Jon Lovitz,Mitch Robbins,Phil Berquist,Glen Robbins,Jack Palance,Patricia Wettig,Pruitt Taylor Vince,Bill McKinney,Lindsay Crystal,Duke Page,Barbara Robbins,Bud,Matt,Holly Robbins,Paul Weiland,Billy Crystal,Billy Crystal,Adventure,DramaticTone,,LinearNarrative,Historical,FeatureFilm,0.5666666666666667
434,Cliffhanger (1993),Action|Adventure|Thriller,106582,9350,3.0346534653465347,101,1993,Cliffhanger,"['Action', 'Adventure', 'Thriller']",70000000.0,¡Agarresé a la máxima aventura!,False,"Gabe Walker, un alpinista dedicado al rescate de alta montaña, todavía no ha superado la muerte de su compañera en una caída al vacío un año atrás. Ahora le piden que vuelva a la misma montaña de la tragedia para rescatar a un grupo de personas extraviadas. Lo que Gabe desconoce es que se trata de peligrosos delincuentes que acaban de perpetrar un asalto a un avión para hacerse con un botín de cien millones de dólares.",255000211.0,112.0,6.518,2553.0,4.6662,1993-05-28,en,Cliffhanger,/1nwcgnpP6Clb3TXuFzvrEFreWZ6.jpg,/hPTaANKrpghMQeRIOcPJbJA4Yia.jpg,France|Italy|United States of America|Japan,English,Carolco Pictures|Le Studio Canal+|Pioneer|RCS Video,R,Alex Thomson,Trevor Jones,Frank J. Urioste,airplane|mountain|rocky mountains|hijacking|suitcase|climbing|heist|money|snow|mountain climbing,"Whilst crossing a ledge, 4000 feet above the earth, Gabe's friend's equipment fails to work and she slips out of his hand, falling to the ground. Almost a year later, Gabe is asked to go back to the same mountain range and rescue a group of 'stranded' people. The only catch is that these so called 'stranded' people are in fact looking for three boxes filled with $100,000,000 and they need a mountain ranger to lead them to them!!",Nominated for 3 Oscars. 1 win & 12 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",6.5,"146,934",59.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sylvester Stallone,John Lithgow,Michael Rooker,Gabe Walker,Eric Qualen,Hal Tucker,Janine Turner,Rex Linn,Caroline Goodall,Leon,Craig Fairbrass,Jessie Deighan,Richard Travers,Kristel - Jet Pilot,Kynette,Delmar,Renny Harlin,Alan Marshall,Michael France,Action,SuspensefulTone,Family,LinearNarrative,Historical,FeatureFilm,0.7000000000000001
435,Coneheads (1993),Comedy|Sci-Fi,106598,9612,2.4206349206349205,63,1993,Coneheads,"['Comedy', 'Sci-Fi']",33000000.0,¡Los jóvenes! Unidades para padres! ¡Te llamamos!,False,"Belder y Prymaat son emisarios de Remulack, planeta a 26 años-luz de la Tierra. Pertenecen a una civilización que intenta extender su imperio... esclavizando a pueblos de otros mundos. Su misión: conquistar nuestro planeta. Pero un accidente les obliga a aterrizar en la Tierra antes de tiempo, tratando de pasar desapercibidos y evitando a los agentes que les acosan. Así, encuentran cierta seguridad en Paramus, New Jersey, donde se convierten en la típica familia trabajadora con una hija.",21274717.0,88.0,5.468,996.0,3.2222,1993-07-23,en,Coneheads,/5zsVoSPQGFyxGiSD4Tmsqul54A.jpg,/rZs0mp3P228o66dg6KljxSmJGJP.jpg,United States of America,English,Paramount Pictures,PG,Francis Kenny,David Newman,Paul Trejo,extraterrestrial technology|alien life-form|space invasion|nostalgic|coneheads,"An alien couple known as Beldar and Prymatt with cone-shaped heads from the planet called Remulak is mistakenly ditched on earth, during a scouting mission for planet conquest. While here, they dodge the INS, have a child and discover that life on Earth is quite good. But unfortunately they are being chased by the government who knows something is not quite right with the Conehead family. After they are rescued and taken back to their planet, Beldar vows to return to earth and conquer it.",2 nominations total,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",5.5,"61,526",49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dan Aykroyd,Jane Curtin,Michael McKean,Beldar,Prymatt,"Gorman Seedling, INS Deputy Commissioner",Laraine Newman,Jason Alexander,Lisa Jane Persky,Chris Farley,David Spade,Laarta,Larry Farber,Lisa Farber,Ronnie the Mechanic,"Eli Turnbull, INS Agent",Steve Barron,Lorne Michaels,Dan Aykroyd,Comedy,ComedyTone,Justice|Family,EpisodicNarrative,Historical,FeatureFilm,0.7333333333333334
440,Dave (1993),Comedy|Romance,106673,11566,3.546052631578948,76,1993,Dave,"['Comedy', 'Romance']",28000000.0,"En un país donde cualquiera puede convertirse en presidente, cualquiera acaba de hacerlo.",False,"Dave Kovic (Kevin Kline) es un sencillo ciudadano que guarda un extraordinario parecido con el presidente de los Estados Unidos Bill Mitchell. Cuando un repentino ataque incapacita al presidente, sus asesores políticos deciden que Dave lo suplante, dando por supuesto que será un hombre fácil de manipular. Por otra parte, la esposa del presidente (Sigourney Weaver), que ignora la situación, encuentra tan anómala la conducta de su supuesto marido que empieza a sospechar.",92000000.0,110.0,6.644,807.0,2.0009,1993-05-07,en,Dave,/29RT3rlia6loVPlPtgk7AfvIMQ1.jpg,/lpBqjU3OyG9DnIy5BHt0zNw8n0q.jpg,United States of America,Español|English,Donner/Shuler-Donner Productions|Northern Lights Entertainment|Warner Bros. Pictures,PG-13,Adam Greenberg,James Newton Howard,Sheldon Kahn,coma|usa president|the white house|apoplectic stroke|look-alike|body double|secret service|impersonation|doppelgänger|temp agency|nice guy|corgi,"Bill Mitchell is the philandering and distant President of the United States. Dave Kovic is a sweet-natured and caring Temp Agency operator, who by a staggering coincidence looks exactly like the President. As such, when Mitchell wants to escape an official luncheon, the Secret Service hires Dave to stand in for him. Unfortunately, Mitchell suffers a severe stroke whilst having sex with one of his aides, and Dave finds himself stuck in the role indefinitely. The corrupt and manipulative Chief of Staff, Bob Alexander, plans to use Dave to elevate himself to the White House - but unfortunately, he doesn't count on Dave enjoying himself in office, using his luck to make the country a better place, and falling in love with the beautiful First Lady...",Nominated for 1 Oscar. 2 wins & 6 nominations total,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",6.9,"58,017",76.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Kevin Kline,Sigourney Weaver,Frank Langella,Dave Kovic / Bill Mitchell,Ellen Mitchell,Bob Alexander,Kevin Dunn,Ving Rhames,Ben Kingsley,Charles Grodin,Faith Prince,Alan Reed,Duane Stevenson,Vice-President Nance,Murray Blum,Alice,Ivan Reitman,Ivan Reitman,Gary Ross,Comedy,ComedyTone,Family,EpisodicNarrative,Historical,FeatureFilm,0.7000000000000001
441,Dazed and Confused (1993),Comedy,106677,9571,3.928571428571429,42,1993,Dazed and Confused,['Comedy'],6900000.0,"Era el último día de clases en 1976, una época que nunca olvidarían ... si tan sólo pudieran recordar.",False,"Al igual que hiciera George Lucas en ""American Graffiti"" veinte años antes, Linklater retrata el último día de clase de unos estudiantes de un instituto, en 1976. Una fiesta a base de cerveza, marihuana y novatadas en un día único tanto para los chicos que se van para siempre como para los novatos que acaban de llegar.",8259076.0,102.0,7.3,2193.0,2.7164,1993-09-24,en,Dazed and Confused,/6haIQ1XgVMMjWkRtI5NhT34s86t.jpg,/mhYQOazZVBAPtKDw3TXybDtMJgK.jpg,United States of America,English,Gramercy Pictures|Alphaville Films|Detour Filmproduction|Universal Pictures,R,Lee Daniel,,Sandra Adair,high school|1970s|texas|coming of age|marijuana|summer|period drama|lighthearted|teenager|sentimental|comforting,"It's the last day of school at a high school in a small town in Texas in 1976. The upperclassmen are hazing the incoming freshmen, and everyone is trying to get stoned, drunk, or laid, even the football players that signed a pledge not to.",1 win & 4 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",7.6,"214,157",82.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jason London,Matthew McConaughey,Joey Lauren Adams,Pink,Wooderson,Simone,Rory Cochrane,Wiley Wiggins,Adam Goldberg,Anthony Rapp,Sasha Jenson,Slater,Mitch,Mike,Tony,Don,Richard Linklater,James Jacks,,Comedy,DramaticTone,,EpisodicNarrative,Historical,FeatureFilm,0.5666666666666667
442,Demolition Man (1993),Action|Adventure|Sci-Fi,106697,9739,3.092592592592593,81,1993,Demolition Man,"['Action', 'Adventure', 'Sci-Fi']",57000000.0,El futuro no es lo bastante grande para los dos.,False,"En el año 1996 un edificio estalla con 30 rehenes dentro, tras una brutal lucha entre Simon Phoenix, un criminal psicópata y John Spartan, un policía conocido como Demolition Man. Ambos son condenados a ser congelados hasta 2032, año en el que se vuelven a encontrar.",159055768.0,115.0,6.753,3972.0,5.2382,1993-10-08,en,Demolition Man,/qxn3cddN1nXR6wdeiyEEQYzKf9C.jpg,/4pl165EUdvveHCr4J4YcHVA1MnD.jpg,United States of America,English,Silver Pictures|Warner Bros. Pictures,R,Alex Thomson,Elliot Goldenthal,Stuart Baird,future|martial arts|helicopter|police|psychopath|crime fighter|dystopia|museum|social control|cryogenics|utopia|fistfight|prison escape|product placement|betrayal|shootout|cyberpunk|explosion|foot chase|warden|subterranean|totalitarianism|censorship|culture shock|knitting|2030s,"Frozen in 1996, Simon Phoenix, a convicted crime lord, is revived for a parole hearing well into the 21st century. Revived into a society free from crime, Phoenix resumes his murderous rampage, and no one can stop him. John Spartan, the police officer who captured Phoenix in 1996, has also been cryogenically frozen, this time for a crime he did not commit. In 2032, the former cities of Los Angeles, San Diego and Santa Barbara have merged into peaceful, utopian San Angeles. Unable to stop him with their non-violent solutions, the police release Spartan to help recapture Phoenix. Now after 36 years, Spartan has to adapt himself to the future society he has no knowledge about.",1 win & 7 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",6.7,"205,964",34.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sylvester Stallone,Wesley Snipes,Sandra Bullock,John Spartan,Simon Phoenix,Lt. Lenina Huxley,Nigel Hawthorne,Benjamin Bratt,Rob Schneider,Bob Gunton,Glenn Shadix,Dr. Raymond Cocteau,Alfredo Garcia,Erwin,Chief George Earle,Associate Bob,Marco Brambilla,Howard G. Kazanjian,Daniel Waters,Action,SuspensefulTone,Betrayal|Family|Power,LinearNarrative,Historical,FeatureFilm,0.7666666666666666
454,"Firm, The (1993)",Drama|Thriller,106918,37233,3.5346534653465347,101,1993,"Firm, The","['Drama', 'Thriller']",42000000.0,Resistirse al poder puede ser mortal.,False,"Mitch McDeere, un joven y brillante abogado recién salido de la facultad de Harvard, se deja seducir por las promesas y regalos de un prestigioso bufete de abogados de Memphis. Sin embargo, muy pronto tendrá razones para empezar a sospechar que algo extraño está sucediendo en la poderosa empresa.",270248367.0,154.0,6.735,2215.0,4.6706,1993-06-30,en,The Firm,/3LLBTJ8Tql7AbcHG2Iup99WQhtm.jpg,/jlUTfePS1XRyMpgZvjFvDk7yEi0.jpg,United States of America,English,Mirage Enterprises|Paramount Pictures|Davis Entertainment|Scott Rudin Productions,R,John Seale,Dave Grusin,William Steinkamp,"blackmail|married couple|fbi|cayman islands|memphis, tennessee|mafia|lawyer|death|law firm|paranoid|bar exam|marital tensions|legal thriller|secrets|tense","Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",Nominated for 2 Oscars. 3 wins & 7 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",6.9,"156,520",58.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Tom Cruise,Jeanne Tripplehorn,Gene Hackman,Mitch McDeere,Abby McDeere,Avery Tolar,Hal Holbrook,Terry Kinney,Wilford Brimley,Ed Harris,Holly Hunter,Oliver Lambert,Lamar Quinn,William Devasher,Wayne Tarrance,Tammy Hemphill,Sydney Pollack,Scott Rudin,Robert Towne,Drama,SuspensefulTone,Justice|Love,LinearNarrative,Historical,FeatureFilm,0.7333333333333334
455,Free Willy (1993),Adventure|Children|Drama,106965,1634,2.391891891891892,37,1993,Free Willy,"['Adventure', 'Children', 'Drama']",20000000.0,¿Hasta dónde irías por un amigo?,False,"Willy es una impresionante orca confinada en un pequeño parque acuático en el Pacífico Norte, lejos de su hábitat natural y separada de toda su familia y hogar. Nadie en el parque entiende el comportamiento y los sentimentos de Willy, excepto un muchacho de 12 años, quien al igual que Willy sabe muy bien lo que significa estar lejos de su familia.",153698625.0,110.0,6.181,1908.0,5.5312,1993-07-16,en,Free Willy,/vD6DxzGLxudNukkfe0A6EuyhyVr.jpg,/mXkUfzJfdWx9y4Zlm7wsvQ0uvYo.jpg,United States of America,English,Donner/Shuler-Donner Productions|Warner Bros. Pictures,PG,Robbie Greenberg,Basil Poledouris,O. Nicholas Brown,whale|social worker|freedom|social work|human animal relationship|best friend|killer whale|amusement park|aftercreditsstinger,"Fishermen separate a young orca whale (Willy) from his parents and he ends up in a fish bowl at a marina. Meanwhile, a street kid runs afoul of the law and gets caught vandalising the marina, but his social worker gets him off the hook (so to speak) provided he cleans up his mess at the marina. While there, he befriends the whale and teaches him tricks, something the trainer hasn't been able to do. But when Willy is a dud in front of the audience, the marina owner plans some bad things, and the boy and his friends must try to (*** MAJOR SPOILERS ***) free Willy.",7 wins & 2 nominations total,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",6.1,"87,875",79.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Jason James Richter,Keiko,Lori Petty,Jesse,Willy,Rae Lindley,August Schellenberg,Michael Madsen,Jayne Atkinson,Michael Ironside,Richard Riehle,Randolph Johnson,Glen Greenwood,Annie Greenwood,Dial,Wade,Simon Wincer,Jennie Lew Tugend,Corey Blechman,Adventure,RomanticTone,Freedom|Love,LinearNarrative,Historical,FeatureFilm,0.7333333333333334
457,"Fugitive, The (1993)",Thriller,106977,5503,3.992105263157895,190,1993,"Fugitive, The",['Thriller'],44000000.0,Una esposa asesinada. Un hombre manco. Un detective obsesionado. La persecución comienza.,False,"El doctor Richard Kimble es un prestigioso cirujano de Chicago con una vida prácticamente perfecta: una bella esposa, una casa de lujo en un elegante barrio de Chicago... Su vida se desmorona el día que su mujer es brutalmente asesinada en manos de un misterioso hombre manco. Kimble es acusado del crimen y, aunque él es inocente, es sentenciado con la pena de muerte. Camino de la cárcel, el autobús donde es transportado Kimble sufre un accidente de tráfico. Varios prisioneros consiguen escapar, entre ellos el propio Kimble. El detective Samuel Gerard es el encargado de realizar la investigación. Todos los fugados son atrapados, excepto el esquivo Kimble, que se le escapa de las manos por unos segundos. Ahora que está en libertad, Kimble sabe que solamente tiene una manera de probar su inocencia: encontrar al verdadero asesino. Perseguido por Gerard, inicia la búsqueda del manco.",353808222.0,131.0,7.5,4621.0,6.5687,1993-08-06,en,The Fugitive,/aLcB1uBxkNghyiD797ZRBBRz5lj.jpg,/7WVRxZ7KZmzoHnUkAjnEFT4o6Dw.jpg,United States of America,English,Warner Bros. Pictures,PG-13,Michael Chapman,James Newton Howard,Dennis Virkler,"chicago, illinois|escape|chase|doomed man|surgeon|death sentence|u.s. marshal|flashback|remake|betrayal|fugitive|on the run|conspiracy|police corruption|doctor|home invasion|disguise|one armed man|framed for murder|shocking|action hero|manhunt|suspicious|suspenseful|dubious","A well respected Chicago surgeon Dr. Richard Kimble has found out that his wife, Helen, has been murdered ferociously in her own home. The police found Kimble and accused him of the murder. Then, Kimble (without Justifiable Reason) was tried, convicted, and sentenced to death. However, on the way to prison, Kimble's transport crashed. Kimble escapes and is now on the run. Deputy Samuel Gerard from Chicago takes charge of the chase of Kimble. Meanwhile, Kimble takes up his own investigation to find who really killed his wife, and to lure Gerard and his team into it as well.",Won 1 Oscar. 13 wins & 37 nominations total,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",7.8,"342,086",87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Harrison Ford,Tommy Lee Jones,Joe Pantoliano,Richard Kimble,Samuel Gerard,Cosmo Renfro,Jeroen Krabbé,Daniel Roebuck,L. Scott Caldwell,Tom Wood,Ron Dean,Charles Nichols,Biggs,Poole,Newman,Detective Kelly,Andrew Davis,Arnold Kopelson,Jeb Stuart,Thriller,SuspensefulTone,Betrayal|Family|Power,NonLinearNarrative,Historical,FeatureFilm,0.7666666666666666
